Rating,Comment,Author,Date,Verified?,setup_score,quality_score,instruct_score
1,As accurate! Printer would not connect. U need a PIN number. The number is not on the box or on the instruction booklet. So I’m returning the printer.,Lizzy,3/8/2023,Verified,0.0,0.0,-1.0
